X1,Y1,X2,Y2,Perm,COP
0,31,27,35,PERM60_ECL.INC,43702.05
41,23,29,38,PERM60_ECL.INC,43728.71
51,16,19,21,PERM60_ECL.INC,40036.58
21,28,6,11,PERM60_ECL.INC,43705.08
17,47,17,33,PERM60_ECL.INC,43216.94
6,15,11,11,PERM60_ECL.INC,42749.95
1,16,29,24,PERM60_ECL.INC,38842.59
35,34,53,14,PERM60_ECL.INC,43541.36
42,2,42,38,PERM60_ECL.INC,43718.78
20,32,6,12,PERM60_ECL.INC,43488.27
16,10,27,31,PERM60_ECL.INC,43535.68
3,19,23,26,PERM60_ECL.INC,41648.53
25,15,22,20,PERM60_ECL.INC,41149.19
46,10,36,21,PERM60_ECL.INC,40966.28
22,24,54,15,PERM60_ECL.INC,43565.43
19,41,8,30,PERM60_ECL.INC,43738.69
36,47,18,11,PERM60_ECL.INC,43716.47
24,29,19,27,PERM60_ECL.INC,37233.01
30,12,26,34,PERM60_ECL.INC,43730.95
13,49,14,15,PERM60_ECL.INC,43733.19
25,18,7,18,PERM60_ECL.INC,43747.64
20,51,31,3,PERM60_ECL.INC,43635.62
47,1,0,23,PERM60_ECL.INC,28516.45
38,7,31,29,PERM60_ECL.INC,43726.21
36,34,15,55,PERM60_ECL.INC,43094.34
11,45,17,10,PERM60_ECL.INC,43712.53
4,17,21,47,PERM60_ECL.INC,43730.44
25,48,40,0,PERM60_ECL.INC,39531.54
15,6,53,29,PERM60_ECL.INC,43713.87
18,11,17,15,PERM60_ECL.INC,39090.4
36,48,17,32,PERM60_ECL.INC,40285.43
43,41,26,38,PERM60_ECL.INC,43718.16
5,47,28,31,PERM60_ECL.INC,43665.87
20,37,56,12,PERM60_ECL.INC,37380.42
37,9,46,20,PERM60_ECL.INC,43726.04
28,2,11,26,PERM60_ECL.INC,43740.51
37,39,17,19,PERM60_ECL.INC,43717.88
16,29,19,13,PERM60_ECL.INC,43708.56
33,26,56,11,PERM60_ECL.INC,42911.75
52,18,11,25,PERM60_ECL.INC,41547.3
31,21,3,49,PERM60_ECL.INC,43724.28
28,8,46,15,PERM60_ECL.INC,43715.21
13,26,41,40,PERM60_ECL.INC,43711.62
4,36,12,19,PERM60_ECL.INC,43718.83
40,7,21,8,PERM60_ECL.INC,43729.09
51,28,6,47,PERM60_ECL.INC,43743.18
43,29,18,8,PERM60_ECL.INC,43722.68
31,34,45,4,PERM60_ECL.INC,43713.25
23,38,31,15,PERM60_ECL.INC,43739.56
21,30,55,18,PERM60_ECL.INC,38303.25
4,25,40,28,PERM60_ECL.INC,43585.84
29,19,9,11,PERM60_ECL.INC,43716.25
36,5,0,40,PERM60_ECL.INC,43160.49
27,53,41,33,PERM60_ECL.INC,43601.23
8,58,41,20,PERM60_ECL.INC,43717.24
44,41,1,43,PERM60_ECL.INC,43697.93
13,49,18,10,PERM60_ECL.INC,43731.8
57,15,49,16,PERM60_ECL.INC,35811.05
6,15,48,21,PERM60_ECL.INC,43715.34
41,14,4,35,PERM60_ECL.INC,43726.19
29,51,39,43,PERM60_ECL.INC,43707.45
7,12,24,52,PERM60_ECL.INC,43418.86
38,26,12,43,PERM60_ECL.INC,43717.74
1,36,26,53,PERM60_ECL.INC,43710.91
46,30,17,52,PERM60_ECL.INC,43726.19
52,20,32,26,PERM60_ECL.INC,43217.09
50,20,50,23,PERM60_ECL.INC,38425.63
45,25,1,20,PERM60_ECL.INC,29128.12
30,4,37,45,PERM60_ECL.INC,43728.39
4,25,44,27,PERM60_ECL.INC,43713.38
28,10,18,16,PERM60_ECL.INC,43733.92
24,33,10,23,PERM60_ECL.INC,43743.8
52,26,12,57,PERM60_ECL.INC,43515.29
27,3,22,16,PERM60_ECL.INC,43744.43
4,54,13,4,PERM60_ECL.INC,43038.11
20,4,42,33,PERM60_ECL.INC,43729.47
22,21,18,12,PERM60_ECL.INC,43710.34
11,24,20,27,PERM60_ECL.INC,36455.48
2,27,27,10,PERM60_ECL.INC,43711.7
12,45,23,9,PERM60_ECL.INC,43712.33
48,30,44,21,PERM60_ECL.INC,43159.4
37,21,49,2,PERM60_ECL.INC,43207.29
1,50,42,12,PERM60_ECL.INC,36662.06
47,28,54,6,PERM60_ECL.INC,42621.76
21,33,29,45,PERM60_ECL.INC,43708.12
29,33,46,11,PERM60_ECL.INC,43739.24
24,12,24,39,PERM60_ECL.INC,43750.02
36,23,39,33,PERM60_ECL.INC,43726.33
58,9,12,18,PERM60_ECL.INC,30606.3
25,25,30,5,PERM60_ECL.INC,43750.61
51,11,30,40,PERM60_ECL.INC,35354.79
50,22,44,12,PERM60_ECL.INC,43615.03
15,9,53,15,PERM60_ECL.INC,41681.73
34,23,46,7,PERM60_ECL.INC,43711.49
35,20,16,35,PERM60_ECL.INC,43696.34
15,39,51,16,PERM60_ECL.INC,41490.79
54,2,10,10,PERM60_ECL.INC,38490.82
21,16,42,44,PERM60_ECL.INC,42935.68
31,52,16,50,PERM60_ECL.INC,36328.7
18,46,37,18,PERM60_ECL.INC,43738.13
5,34,9,12,PERM60_ECL.INC,43710.75
31,1,25,26,PERM60_ECL.INC,43323.54
54,3,0,40,PERM60_ECL.INC,35115.91
25,44,25,4,PERM60_ECL.INC,43718.7
3,12,27,33,PERM60_ECL.INC,43721.8
16,39,5,58,PERM60_ECL.INC,42929.23
49,30,25,28,PERM60_ECL.INC,43403.4
43,15,25,34,PERM60_ECL.INC,43704.35
35,9,38,27,PERM60_ECL.INC,43651.05
47,1,20,27,PERM60_ECL.INC,35507.12
19,3,10,12,PERM60_ECL.INC,43739.04
50,10,17,15,PERM60_ECL.INC,34744.02
20,34,25,39,PERM60_ECL.INC,42767.09
42,31,31,35,PERM60_ECL.INC,43717.83
14,52,16,20,PERM60_ECL.INC,43682.68
13,47,41,31,PERM60_ECL.INC,43675.06
27,21,41,6,PERM60_ECL.INC,43740.77
40,1,27,52,PERM60_ECL.INC,43562.49
39,43,0,30,PERM60_ECL.INC,42560.77
22,22,7,20,PERM60_ECL.INC,43714.57
21,19,13,13,PERM60_ECL.INC,43713.96
31,40,25,11,PERM60_ECL.INC,43736.91
33,21,27,12,PERM60_ECL.INC,43729.42
14,12,14,38,PERM60_ECL.INC,43711.22
17,7,23,33,PERM60_ECL.INC,43430.09
20,9,47,28,PERM60_ECL.INC,43740.61
2,16,2,44,PERM60_ECL.INC,43704.91
19,18,40,21,PERM60_ECL.INC,43721.81
14,3,36,40,PERM60_ECL.INC,43645.5
55,13,44,39,PERM60_ECL.INC,33336.92
26,36,3,31,PERM60_ECL.INC,43739.27
51,12,14,56,PERM60_ECL.INC,34664.16
17,40,1,20,PERM60_ECL.INC,29117.3
11,26,40,6,PERM60_ECL.INC,43565.37
57,10,40,28,PERM60_ECL.INC,28523.62
12,57,0,23,PERM60_ECL.INC,29108.79
4,11,26,33,PERM60_ECL.INC,43719.34
11,37,13,17,PERM60_ECL.INC,43735.14
12,36,14,18,PERM60_ECL.INC,43708.76
36,45,44,24,PERM60_ECL.INC,43733.16
10,5,41,20,PERM60_ECL.INC,43712.11
9,18,40,44,PERM60_ECL.INC,43717.33
38,0,39,7,PERM60_ECL.INC,43149.66
52,21,32,25,PERM60_ECL.INC,43660.07
24,29,57,16,PERM60_ECL.INC,38780.07
3,49,17,37,PERM60_ECL.INC,43307.11
14,44,13,48,PERM60_ECL.INC,38487.45
28,26,3,44,PERM60_ECL.INC,43721.21
18,51,0,32,PERM60_ECL.INC,43713.82
52,23,2,49,PERM60_ECL.INC,43719.6
44,9,31,22,PERM60_ECL.INC,42081.05
19,3,55,8,PERM60_ECL.INC,43209.88
40,34,7,29,PERM60_ECL.INC,43720.85
57,15,41,11,PERM60_ECL.INC,35583.33
27,53,13,37,PERM60_ECL.INC,43643.99
16,40,3,46,PERM60_ECL.INC,43722.85
5,22,46,29,PERM60_ECL.INC,43730.84
24,45,28,2,PERM60_ECL.INC,43717.04
7,14,30,1,PERM60_ECL.INC,43717.83
8,12,23,12,PERM60_ECL.INC,43720.08
38,0,29,42,PERM60_ECL.INC,43705.97
19,54,25,36,PERM60_ECL.INC,43724.05
43,7,13,57,PERM60_ECL.INC,42440.34
29,45,39,47,PERM60_ECL.INC,29115.99
27,19,24,14,PERM60_ECL.INC,39636.95
28,13,41,24,PERM60_ECL.INC,43716.38
34,0,33,8,PERM60_ECL.INC,43568.85
52,22,23,16,PERM60_ECL.INC,43715.75
43,5,24,15,PERM60_ECL.INC,43111.99
41,39,43,1,PERM60_ECL.INC,43263.97
32,12,42,27,PERM60_ECL.INC,43730.88
26,6,35,24,PERM60_ECL.INC,43742.24
53,12,6,47,PERM60_ECL.INC,32012.22
57,14,17,26,PERM60_ECL.INC,29490.19
10,54,36,11,PERM60_ECL.INC,43575.92
29,52,26,15,PERM60_ECL.INC,43702.77
15,22,21,38,PERM60_ECL.INC,43711.47
41,35,21,20,PERM60_ECL.INC,43618.03
16,18,26,43,PERM60_ECL.INC,43708.35
2,39,39,15,PERM60_ECL.INC,43687.9
21,30,4,21,PERM60_ECL.INC,43692.41
4,58,17,51,PERM60_ECL.INC,43668.35
49,29,27,48,PERM60_ECL.INC,43472.67
24,5,44,14,PERM60_ECL.INC,43728.2
40,22,31,49,PERM60_ECL.INC,43731.8
42,34,55,3,PERM60_ECL.INC,37901.5
28,39,18,24,PERM60_ECL.INC,42313.66
46,36,56,6,PERM60_ECL.INC,37901.89
27,3,30,9,PERM60_ECL.INC,41864.3
2,41,29,51,PERM60_ECL.INC,43440.08
5,10,36,2,PERM60_ECL.INC,43726.53
10,59,17,40,PERM60_ECL.INC,40544.41
38,45,45,37,PERM60_ECL.INC,43617.47
34,42,44,42,PERM60_ECL.INC,42579.45
0,33,30,24,PERM60_ECL.INC,43356.27
46,14,12,58,PERM60_ECL.INC,42704.34
55,7,47,22,PERM60_ECL.INC,29207.53
51,15,37,18,PERM60_ECL.INC,38901.66
29,28,24,50,PERM60_ECL.INC,43213.34
34,11,15,42,PERM60_ECL.INC,43719.5
4,10,14,9,PERM60_ECL.INC,43693.55
58,5,5,20,PERM60_ECL.INC,36645.27
37,27,11,51,PERM60_ECL.INC,43711.83
29,22,26,31,PERM60_ECL.INC,43443.61
30,14,34,44,PERM60_ECL.INC,43735.77
9,34,22,37,PERM60_ECL.INC,43742.53
10,14,28,8,PERM60_ECL.INC,43681.25
7,49,44,26,PERM60_ECL.INC,43494.14
33,19,9,44,PERM60_ECL.INC,43730.1
41,42,38,27,PERM60_ECL.INC,43620.3
30,19,27,47,PERM60_ECL.INC,43577.09
32,23,4,23,PERM60_ECL.INC,43726.63
31,46,3,39,PERM60_ECL.INC,43711.61
55,9,35,26,PERM60_ECL.INC,24289.53
35,9,12,15,PERM60_ECL.INC,43719.2
11,6,2,51,PERM60_ECL.INC,43541.93
0,21,55,25,PERM60_ECL.INC,29084.65
15,7,30,41,PERM60_ECL.INC,43708.43
22,26,44,20,PERM60_ECL.INC,43718.93
46,23,36,7,PERM60_ECL.INC,43752.13
9,24,39,0,PERM60_ECL.INC,39303.29
48,17,9,51,PERM60_ECL.INC,43377.84
27,11,31,42,PERM60_ECL.INC,43739.53
9,23,15,8,PERM60_ECL.INC,43380.39
57,13,46,39,PERM60_ECL.INC,29675.03
25,13,28,52,PERM60_ECL.INC,43702.4
3,50,41,23,PERM60_ECL.INC,43707.13
48,30,48,2,PERM60_ECL.INC,43732.93
51,22,32,5,PERM60_ECL.INC,43732.76
22,30,0,27,PERM60_ECL.INC,34955.98
38,15,52,16,PERM60_ECL.INC,43732.03
12,44,9,9,PERM60_ECL.INC,43719.3
11,26,57,15,PERM60_ECL.INC,37985.77
29,20,35,22,PERM60_ECL.INC,42974.81
19,43,26,45,PERM60_ECL.INC,43489.3
21,3,37,44,PERM60_ECL.INC,43716.81
13,7,11,30,PERM60_ECL.INC,43723.79
51,8,26,48,PERM60_ECL.INC,31011.34
10,13,36,21,PERM60_ECL.INC,43719.37
22,16,23,18,PERM60_ECL.INC,38177.68
30,12,8,54,PERM60_ECL.INC,43592.57
4,53,13,43,PERM60_ECL.INC,43707.27
44,39,49,24,PERM60_ECL.INC,43715.02
45,13,20,16,PERM60_ECL.INC,42825.6
47,26,20,27,PERM60_ECL.INC,38349.91
34,3,0,37,PERM60_ECL.INC,43524.55
31,16,19,27,PERM60_ECL.INC,39336.39
10,54,41,5,PERM60_ECL.INC,43448.35
21,15,14,4,PERM60_ECL.INC,42642.3
23,45,45,38,PERM60_ECL.INC,43219.73
24,44,35,41,PERM60_ECL.INC,43719.61
12,41,22,14,PERM60_ECL.INC,43735.26
54,22,19,30,PERM60_ECL.INC,34030.62
31,33,34,0,PERM60_ECL.INC,43546.34
23,48,45,40,PERM60_ECL.INC,41222.18
22,35,29,20,PERM60_ECL.INC,43625.9
13,27,10,24,PERM60_ECL.INC,39946.56
17,54,30,9,PERM60_ECL.INC,43688.38
6,29,21,28,PERM60_ECL.INC,34703.59
50,19,27,5,PERM60_ECL.INC,43484.4
38,32,4,42,PERM60_ECL.INC,43719.81
4,17,40,9,PERM60_ECL.INC,43727.01
30,15,23,26,PERM60_ECL.INC,43359.52
8,56,32,47,PERM60_ECL.INC,43715.38
55,24,40,23,PERM60_ECL.INC,38550.99
17,15,17,20,PERM60_ECL.INC,41792.05
12,31,55,21,PERM60_ECL.INC,42005.06
27,39,0,42,PERM60_ECL.INC,29117.01
2,37,22,13,PERM60_ECL.INC,43707.32
12,40,32,10,PERM60_ECL.INC,43734.14
47,17,33,22,PERM60_ECL.INC,43747.17
4,53,2,28,PERM60_ECL.INC,43653.38
10,33,40,45,PERM60_ECL.INC,43734.39
46,22,13,41,PERM60_ECL.INC,43748.44
48,7,43,7,PERM60_ECL.INC,34109.97
52,10,36,0,PERM60_ECL.INC,29732.15
21,17,33,4,PERM60_ECL.INC,43718.92
3,55,50,8,PERM60_ECL.INC,39278.34
15,31,7,34,PERM60_ECL.INC,43527.44
55,10,18,10,PERM60_ECL.INC,25964.76
21,16,30,2,PERM60_ECL.INC,43722.25
27,18,32,18,PERM60_ECL.INC,39172.11
45,3,27,19,PERM60_ECL.INC,42073.23
14,16,7,11,PERM60_ECL.INC,43595.83
46,29,14,52,PERM60_ECL.INC,43721.29
50,31,40,1,PERM60_ECL.INC,43737.57
2,18,2,28,PERM60_ECL.INC,43706.27
30,17,6,52,PERM60_ECL.INC,43741.74
28,28,24,42,PERM60_ECL.INC,43732.47
45,40,27,28,PERM60_ECL.INC,42310.94
48,27,20,43,PERM60_ECL.INC,43740.41
19,37,30,22,PERM60_ECL.INC,43685.53
5,27,10,21,PERM60_ECL.INC,42992.44
57,15,44,27,PERM60_ECL.INC,36478.12
22,2,51,20,PERM60_ECL.INC,43720.12
0,21,12,45,PERM60_ECL.INC,40314.7
52,22,32,3,PERM60_ECL.INC,43648.94
16,40,34,28,PERM60_ECL.INC,43717.77
28,50,18,40,PERM60_ECL.INC,43694.03
32,4,32,40,PERM60_ECL.INC,43718.76
30,41,5,55,PERM60_ECL.INC,43472.82
18,10,42,10,PERM60_ECL.INC,43725.75
22,39,53,13,PERM60_ECL.INC,43736.28
34,30,26,51,PERM60_ECL.INC,43515.98
44,28,50,14,PERM60_ECL.INC,43507.89
9,53,44,38,PERM60_ECL.INC,43712.71
3,44,50,8,PERM60_ECL.INC,42842.83
4,42,42,24,PERM60_ECL.INC,43370
33,50,29,38,PERM60_ECL.INC,43697.59
10,8,26,44,PERM60_ECL.INC,43711.62
5,15,10,29,PERM60_ECL.INC,43736.47
59,8,28,53,PERM60_ECL.INC,33118.91
50,3,32,14,PERM60_ECL.INC,39695.48
21,4,36,8,PERM60_ECL.INC,43721.91
13,7,37,22,PERM60_ECL.INC,43720.74
33,40,31,4,PERM60_ECL.INC,43739.83
35,6,45,16,PERM60_ECL.INC,43720.3
55,16,19,22,PERM60_ECL.INC,37984.64
41,43,45,7,PERM60_ECL.INC,43711.95
32,6,43,10,PERM60_ECL.INC,43728.43
48,25,21,17,PERM60_ECL.INC,43749.52
0,20,3,50,PERM60_ECL.INC,40181.52
28,52,29,46,PERM60_ECL.INC,43312.54
7,48,39,1,PERM60_ECL.INC,39919.9
26,54,39,41,PERM60_ECL.INC,43711.66
8,15,3,32,PERM60_ECL.INC,43727
6,50,15,16,PERM60_ECL.INC,43715.63
21,39,33,33,PERM60_ECL.INC,43737.54
34,0,38,42,PERM60_ECL.INC,43717.49
36,15,39,13,PERM60_ECL.INC,37293.8
16,54,22,54,PERM60_ECL.INC,40353.13
55,18,46,26,PERM60_ECL.INC,41477.24
41,43,4,30,PERM60_ECL.INC,43714.76
36,37,30,3,PERM60_ECL.INC,43717.07
12,58,5,21,PERM60_ECL.INC,43698.61
13,29,45,18,PERM60_ECL.INC,43708.8
5,58,37,14,PERM60_ECL.INC,43671.98
32,26,32,51,PERM60_ECL.INC,42397.61
30,39,24,35,PERM60_ECL.INC,42867.63
10,28,28,42,PERM60_ECL.INC,43722.94
21,40,37,21,PERM60_ECL.INC,43737.95
3,51,29,41,PERM60_ECL.INC,43711.1
36,36,45,20,PERM60_ECL.INC,43719.91
27,49,36,39,PERM60_ECL.INC,43702.28
16,29,34,30,PERM60_ECL.INC,43512.6
17,38,55,5,PERM60_ECL.INC,36866.25
27,5,40,18,PERM60_ECL.INC,43740.5
33,11,2,38,PERM60_ECL.INC,43729.06
24,3,53,8,PERM60_ECL.INC,43727.58
18,44,39,8,PERM60_ECL.INC,43737.84
40,18,20,5,PERM60_ECL.INC,43746.46
14,37,4,55,PERM60_ECL.INC,42935.05
7,37,10,51,PERM60_ECL.INC,43737.74
37,1,7,47,PERM60_ECL.INC,43659.55
52,29,23,8,PERM60_ECL.INC,43744.1
47,13,38,32,PERM60_ECL.INC,42250.9
37,23,13,10,PERM60_ECL.INC,43722.88
42,24,23,4,PERM60_ECL.INC,43713.73
27,12,32,15,PERM60_ECL.INC,40124.2
25,14,23,27,PERM60_ECL.INC,43134.46
34,43,1,39,PERM60_ECL.INC,43733.2
14,15,31,33,PERM60_ECL.INC,43721.61
38,1,21,18,PERM60_ECL.INC,43709.32
28,23,52,6,PERM60_ECL.INC,43653.4
6,35,45,4,PERM60_ECL.INC,43714.92
50,28,35,31,PERM60_ECL.INC,43749.38
14,19,5,21,PERM60_ECL.INC,43713.14
2,35,10,33,PERM60_ECL.INC,43593.89
25,18,29,32,PERM60_ECL.INC,43744.93
56,6,20,19,PERM60_ECL.INC,33703.02
14,19,35,45,PERM60_ECL.INC,43709.01
7,47,24,4,PERM60_ECL.INC,43707.89
42,19,30,0,PERM60_ECL.INC,43750.7
52,19,43,29,PERM60_ECL.INC,42415.92
10,18,50,8,PERM60_ECL.INC,41803.67
