X1,Y1,X2,Y2,Perm,COP
32,19,41,6,PERM60_ECL.INC,14485.17
19,33,34,16,PERM60_ECL.INC,14456.46
25,33,49,35,PERM60_ECL.INC,14454.4
49,12,1,28,PERM60_ECL.INC,14139.64
27,15,25,18,PERM60_ECL.INC,7767.629
31,23,32,23,PERM60_ECL.INC,3184.098
38,5,14,35,PERM60_ECL.INC,14467.4
26,4,19,51,PERM60_ECL.INC,14495.02
55,5,15,37,PERM60_ECL.INC,14129.19
50,33,10,4,PERM60_ECL.INC,14421.04
30,11,11,22,PERM60_ECL.INC,14472.66
48,30,30,36,PERM60_ECL.INC,14482.09
21,39,15,44,PERM60_ECL.INC,13477.76
34,34,55,22,PERM60_ECL.INC,14467.35
25,9,9,19,PERM60_ECL.INC,14502.69
57,3,27,50,PERM60_ECL.INC,0
33,28,2,53,PERM60_ECL.INC,14400.11
19,9,20,49,PERM60_ECL.INC,14493.95
50,16,21,28,PERM60_ECL.INC,14411.1
52,23,9,23,PERM60_ECL.INC,14452.2
23,38,47,18,PERM60_ECL.INC,14499.32
51,30,14,34,PERM60_ECL.INC,14484.44
10,29,11,18,PERM60_ECL.INC,14490.2
35,21,57,7,PERM60_ECL.INC,14462.37
3,17,18,13,PERM60_ECL.INC,14481.12
35,6,40,19,PERM60_ECL.INC,14467.99
40,6,47,15,PERM60_ECL.INC,14475.36
17,43,1,42,PERM60_ECL.INC,14505.98
58,4,7,32,PERM60_ECL.INC,14296.54
28,30,51,19,PERM60_ECL.INC,14501.07
13,57,0,42,PERM60_ECL.INC,52.53455
34,40,58,4,PERM60_ECL.INC,13997.15
2,15,23,30,PERM60_ECL.INC,14437.79
37,36,5,57,PERM60_ECL.INC,14344.49
47,37,41,3,PERM60_ECL.INC,14430.83
32,5,28,0,PERM60_ECL.INC,12728.95
57,5,23,22,PERM60_ECL.INC,14422.28
5,49,9,33,PERM60_ECL.INC,14479.15
8,41,2,36,PERM60_ECL.INC,13894.95
27,9,47,13,PERM60_ECL.INC,14492.54
31,31,25,21,PERM60_ECL.INC,14470.29
39,34,29,53,PERM60_ECL.INC,13474.27
6,25,19,23,PERM60_ECL.INC,14500.25
17,5,13,42,PERM60_ECL.INC,14486.14
45,18,39,46,PERM60_ECL.INC,14495.67
35,35,10,28,PERM60_ECL.INC,14473.71
4,33,35,41,PERM60_ECL.INC,14476.08
21,17,10,16,PERM60_ECL.INC,14476.44
48,35,4,34,PERM60_ECL.INC,14312.66
4,49,13,47,PERM60_ECL.INC,14481.34
51,24,24,10,PERM60_ECL.INC,14486.52
13,31,2,53,PERM60_ECL.INC,14429.81
18,39,21,23,PERM60_ECL.INC,14475.51
9,11,36,9,PERM60_ECL.INC,14472.45
15,57,37,28,PERM60_ECL.INC,11539.41
2,43,29,4,PERM60_ECL.INC,14475.16
30,14,28,31,PERM60_ECL.INC,14492.16
48,3,18,49,PERM60_ECL.INC,14472.15
46,32,34,36,PERM60_ECL.INC,14476.11
38,30,13,9,PERM60_ECL.INC,14444.12
22,21,1,49,PERM60_ECL.INC,49.17879
11,7,11,54,PERM60_ECL.INC,14466.5
30,2,8,35,PERM60_ECL.INC,14474.31
19,52,52,20,PERM60_ECL.INC,14471.02
28,32,36,13,PERM60_ECL.INC,14503.68
24,22,22,16,PERM60_ECL.INC,12673.98
40,28,13,28,PERM60_ECL.INC,14460.2
43,14,22,34,PERM60_ECL.INC,14467.43
44,23,39,28,PERM60_ECL.INC,14499.05
3,39,10,37,PERM60_ECL.INC,13475.99
33,11,10,31,PERM60_ECL.INC,14480.83
3,39,44,18,PERM60_ECL.INC,14460.07
25,24,34,1,PERM60_ECL.INC,14506.93
16,45,12,22,PERM60_ECL.INC,14503.54
18,5,20,8,PERM60_ECL.INC,6474.478
24,48,51,17,PERM60_ECL.INC,14220.92
11,56,42,4,PERM60_ECL.INC,14453.13
7,47,6,27,PERM60_ECL.INC,14465.15
51,10,9,25,PERM60_ECL.INC,14183.06
34,4,6,27,PERM60_ECL.INC,14456.96
32,20,14,56,PERM60_ECL.INC,14463.65
12,52,32,34,PERM60_ECL.INC,14493.45
23,16,43,30,PERM60_ECL.INC,14488.12
31,34,42,19,PERM60_ECL.INC,14470.94
24,54,39,11,PERM60_ECL.INC,14467.25
22,2,34,36,PERM60_ECL.INC,14472.25
37,44,20,38,PERM60_ECL.INC,14496.24
4,20,32,32,PERM60_ECL.INC,14485.43
50,34,46,14,PERM60_ECL.INC,14483.49
27,5,53,3,PERM60_ECL.INC,14496.96
36,36,47,23,PERM60_ECL.INC,14476.58
30,48,47,38,PERM60_ECL.INC,14015.86
23,27,18,4,PERM60_ECL.INC,14486.04
41,13,17,51,PERM60_ECL.INC,14468.78
21,46,53,11,PERM60_ECL.INC,14386.12
52,17,18,56,PERM60_ECL.INC,14387.09
1,30,6,29,PERM60_ECL.INC,12156.93
5,49,20,44,PERM60_ECL.INC,14479.39
9,58,43,34,PERM60_ECL.INC,14461.35
39,33,21,32,PERM60_ECL.INC,14357.87
42,3,45,36,PERM60_ECL.INC,14424.44
41,42,13,30,PERM60_ECL.INC,14465.23
56,20,15,48,PERM60_ECL.INC,13417.77
12,45,18,23,PERM60_ECL.INC,14470.29
23,17,6,35,PERM60_ECL.INC,14479.75
25,52,25,38,PERM60_ECL.INC,14459.11
41,40,22,45,PERM60_ECL.INC,14412.57
36,31,29,42,PERM60_ECL.INC,14475.64
39,9,20,31,PERM60_ECL.INC,14155.39
16,3,42,37,PERM60_ECL.INC,14480.33
53,16,11,28,PERM60_ECL.INC,14467.58
24,25,27,9,PERM60_ECL.INC,14502.25
28,47,15,40,PERM60_ECL.INC,14440
29,46,14,8,PERM60_ECL.INC,14474.28
45,14,48,27,PERM60_ECL.INC,14502.71
41,8,11,3,PERM60_ECL.INC,49.18487
34,3,35,29,PERM60_ECL.INC,14453.05
36,2,45,11,PERM60_ECL.INC,14477.95
43,24,15,29,PERM60_ECL.INC,14457.97
50,28,5,47,PERM60_ECL.INC,14493.18
42,10,5,22,PERM60_ECL.INC,14465.71
44,4,10,45,PERM60_ECL.INC,14478.78
6,53,5,28,PERM60_ECL.INC,14392.97
57,18,29,27,PERM60_ECL.INC,10933.82
16,35,35,47,PERM60_ECL.INC,14444.21
21,19,17,31,PERM60_ECL.INC,14422.76
11,34,34,12,PERM60_ECL.INC,14474.45
4,18,37,8,PERM60_ECL.INC,14487.78
52,27,28,52,PERM60_ECL.INC,14450.7
25,41,3,19,PERM60_ECL.INC,14479.75
14,8,23,26,PERM60_ECL.INC,14470.74
9,29,0,35,PERM60_ECL.INC,14505.78
18,38,9,29,PERM60_ECL.INC,14461.51
7,58,36,49,PERM60_ECL.INC,13494.89
10,23,44,35,PERM60_ECL.INC,14405.49
39,22,30,16,PERM60_ECL.INC,14489.49
6,54,15,28,PERM60_ECL.INC,14448.53
35,9,41,12,PERM60_ECL.INC,13631.04
35,12,40,40,PERM60_ECL.INC,14462.01
42,40,50,4,PERM60_ECL.INC,14463.12
51,8,30,18,PERM60_ECL.INC,14460.24
17,3,19,30,PERM60_ECL.INC,14490.21
0,34,30,3,PERM60_ECL.INC,14454.1
3,29,44,24,PERM60_ECL.INC,14378.92
17,41,29,26,PERM60_ECL.INC,14486.43
5,26,17,42,PERM60_ECL.INC,14468.61
38,18,6,56,PERM60_ECL.INC,14491.1
38,46,49,26,PERM60_ECL.INC,14492.12
15,41,48,25,PERM60_ECL.INC,14479.96
19,28,26,29,PERM60_ECL.INC,14438.41
6,15,51,17,PERM60_ECL.INC,14347.23
14,5,37,25,PERM60_ECL.INC,14436.74
13,51,38,29,PERM60_ECL.INC,14076.17
23,11,35,17,PERM60_ECL.INC,14502.88
49,26,37,2,PERM60_ECL.INC,14501.83
33,27,54,4,PERM60_ECL.INC,14483.8
39,47,33,28,PERM60_ECL.INC,0
57,5,17,3,PERM60_ECL.INC,14438.67
19,30,15,26,PERM60_ECL.INC,12769.43
15,49,16,29,PERM60_ECL.INC,14492.89
3,41,24,40,PERM60_ECL.INC,14463.53
4,28,36,30,PERM60_ECL.INC,14461.07
30,9,12,48,PERM60_ECL.INC,14467.64
6,59,37,12,PERM60_ECL.INC,14362.95
29,3,33,21,PERM60_ECL.INC,14491.36
45,36,49,3,PERM60_ECL.INC,14235.85
44,7,14,25,PERM60_ECL.INC,14487.85
26,29,24,27,PERM60_ECL.INC,5713.181
20,25,51,20,PERM60_ECL.INC,14474.12
58,7,13,54,PERM60_ECL.INC,14425.69
9,57,37,12,PERM60_ECL.INC,14476.26
41,2,6,16,PERM60_ECL.INC,14462.8
15,32,20,21,PERM60_ECL.INC,14475.04
17,52,11,43,PERM60_ECL.INC,14476.5
13,20,34,50,PERM60_ECL.INC,14157.48
46,36,30,36,PERM60_ECL.INC,14453.52
39,19,14,34,PERM60_ECL.INC,14490.67
5,11,11,44,PERM60_ECL.INC,14488.56
36,18,7,58,PERM60_ECL.INC,14496.63
26,14,15,37,PERM60_ECL.INC,14496.88
5,51,25,26,PERM60_ECL.INC,14468.03
45,10,20,9,PERM60_ECL.INC,14496.76
6,54,47,17,PERM60_ECL.INC,14444.25
31,51,38,11,PERM60_ECL.INC,14417.89
18,36,11,38,PERM60_ECL.INC,14473.7
55,15,2,15,PERM60_ECL.INC,11390.13
13,46,7,8,PERM60_ECL.INC,14471.6
0,37,19,44,PERM60_ECL.INC,14459.71
24,2,22,2,PERM60_ECL.INC,5300.289
13,21,27,48,PERM60_ECL.INC,14321.25
50,24,26,5,PERM60_ECL.INC,14494.83
26,40,24,41,PERM60_ECL.INC,6964.996
52,27,38,47,PERM60_ECL.INC,14486.08
16,27,24,16,PERM60_ECL.INC,14476.43
46,24,42,5,PERM60_ECL.INC,14503.46
20,15,37,34,PERM60_ECL.INC,14124.46
9,23,29,24,PERM60_ECL.INC,14367.09
23,18,35,25,PERM60_ECL.INC,14485.46
41,38,9,20,PERM60_ECL.INC,14467.47
48,2,45,7,PERM60_ECL.INC,8604.349
21,29,32,12,PERM60_ECL.INC,14459.05
2,17,11,24,PERM60_ECL.INC,14401.66
4,36,8,23,PERM60_ECL.INC,14479.54
18,34,8,48,PERM60_ECL.INC,14453.63
49,8,13,7,PERM60_ECL.INC,14460.49
32,19,18,56,PERM60_ECL.INC,14475.17
21,32,4,57,PERM60_ECL.INC,10514.92
5,21,22,7,PERM60_ECL.INC,14496
53,14,26,50,PERM60_ECL.INC,14410.52
41,23,19,9,PERM60_ECL.INC,14477.87
0,34,31,7,PERM60_ECL.INC,14446.09
36,3,17,15,PERM60_ECL.INC,14475.13
47,16,47,5,PERM60_ECL.INC,14299.76
25,32,6,20,PERM60_ECL.INC,14505.46
57,7,29,39,PERM60_ECL.INC,14410.37
6,55,41,42,PERM60_ECL.INC,14423.34
22,8,10,26,PERM60_ECL.INC,14485.03
11,57,0,35,PERM60_ECL.INC,14454.71
23,20,50,13,PERM60_ECL.INC,14457.79
21,40,14,46,PERM60_ECL.INC,13918.16
36,6,32,10,PERM60_ECL.INC,13328.85
13,15,1,17,PERM60_ECL.INC,49.18495
19,35,21,34,PERM60_ECL.INC,7456.368
48,32,9,18,PERM60_ECL.INC,14463.36
30,25,34,6,PERM60_ECL.INC,14472.22
33,24,6,47,PERM60_ECL.INC,14464.52
14,19,47,2,PERM60_ECL.INC,14458.05
38,45,47,4,PERM60_ECL.INC,14488.82
14,40,48,4,PERM60_ECL.INC,14480.3
21,13,49,16,PERM60_ECL.INC,14483.42
6,11,16,36,PERM60_ECL.INC,14429.51
41,35,45,13,PERM60_ECL.INC,14465.71
1,16,46,3,PERM60_ECL.INC,0
59,8,45,17,PERM60_ECL.INC,14436.39
6,53,8,56,PERM60_ECL.INC,10749.02
21,19,2,41,PERM60_ECL.INC,14435.11
8,58,29,12,PERM60_ECL.INC,14477.15
49,29,34,19,PERM60_ECL.INC,14495.33
32,39,44,12,PERM60_ECL.INC,14499.14
32,19,19,22,PERM60_ECL.INC,14484.1
24,2,44,16,PERM60_ECL.INC,14489.61
38,6,46,2,PERM60_ECL.INC,14479.72
23,9,38,24,PERM60_ECL.INC,14493.99
30,29,6,18,PERM60_ECL.INC,14473.06
9,20,50,30,PERM60_ECL.INC,14474.81
36,22,20,41,PERM60_ECL.INC,14484.19
38,41,35,50,PERM60_ECL.INC,49.19287
12,16,30,47,PERM60_ECL.INC,14473.11
21,46,12,41,PERM60_ECL.INC,14383.39
34,21,4,50,PERM60_ECL.INC,14466.22
9,11,10,48,PERM60_ECL.INC,14473.06
28,12,48,18,PERM60_ECL.INC,14482.7
31,46,38,9,PERM60_ECL.INC,14445.43
28,11,33,31,PERM60_ECL.INC,14491.83
7,26,41,18,PERM60_ECL.INC,14495.86
43,37,55,5,PERM60_ECL.INC,14457.41
14,55,32,51,PERM60_ECL.INC,12991.59
37,43,48,23,PERM60_ECL.INC,14495.94
18,3,20,34,PERM60_ECL.INC,14486.81
7,26,7,38,PERM60_ECL.INC,14180.08
1,23,42,45,PERM60_ECL.INC,52.53575
19,27,11,20,PERM60_ECL.INC,14475
10,35,55,15,PERM60_ECL.INC,14332.95
47,35,16,53,PERM60_ECL.INC,14441.5
30,29,6,14,PERM60_ECL.INC,14473.03
40,11,44,22,PERM60_ECL.INC,14479.76
29,24,34,23,PERM60_ECL.INC,11609.03
8,17,44,23,PERM60_ECL.INC,14482.69
34,25,40,28,PERM60_ECL.INC,14225.69
12,12,21,22,PERM60_ECL.INC,14474.45
32,15,20,24,PERM60_ECL.INC,14495.77
19,45,34,13,PERM60_ECL.INC,14498.53
16,56,35,37,PERM60_ECL.INC,14461.91
1,26,21,40,PERM60_ECL.INC,14457.53
25,19,42,32,PERM60_ECL.INC,14505.4
34,9,23,22,PERM60_ECL.INC,14438.53
41,8,3,36,PERM60_ECL.INC,14468.74
38,21,53,25,PERM60_ECL.INC,14491.93
31,28,23,3,PERM60_ECL.INC,14480.69
46,13,50,14,PERM60_ECL.INC,11297.39
33,1,44,7,PERM60_ECL.INC,14454.54
51,13,29,41,PERM60_ECL.INC,14442.94
38,29,39,2,PERM60_ECL.INC,10983.56
17,25,7,33,PERM60_ECL.INC,14470.39
9,37,27,31,PERM60_ECL.INC,14501.56
9,23,24,16,PERM60_ECL.INC,14472.67
40,20,30,21,PERM60_ECL.INC,14496.58
22,35,13,46,PERM60_ECL.INC,14487.81
10,5,11,19,PERM60_ECL.INC,14471.96
31,7,44,24,PERM60_ECL.INC,14475.65
39,36,27,4,PERM60_ECL.INC,14468.37
